,BAC Evaluation Batch,Gym Batch Reward,User Defined Batch Reward
0,999.0,-0.12096420788246616,-999.0
1,999.0,-0.12096420788246616,-999.0
2,999.0,-0.12096420788246616,-999.0
3,999.0,-0.12096420788246616,-999.0
4,999.0,-0.12096420788246616,-999.0
5,999.0,-0.12096420788246616,-999.0
6,999.0,-0.12096420788246616,-999.0
7,999.0,-0.12096420788246616,-999.0
8,999.0,-0.12096420788246616,-999.0
9,999.0,-0.12096420788246616,-999.0
