,Episode Batch,Learning Rate,Mean Absolute Error,Mean Squared Error,Batch Gym Reward,Batch User Reward,BAC Gradient,Policy Evolution
109,110.0,0.025,0.008357492190802578,0.007683244329125867,0.0,-4995.0,"[[-0.00196406]
 [-0.00641377]
 [-0.01159024]
 [-0.01159024]
 [-0.00489789]
 [-0.01599437]
 [-0.02890322]
 [-0.02890322]
 [-0.00675903]
 [-0.02207202]
 [-0.03988605]
 [-0.03988605]
 [-0.00516155]
 [-0.01685535]
 [-0.03045909]
 [-0.03045909]
 [ 0.00196406]
 [ 0.00641377]
 [ 0.01159024]
 [ 0.01159024]
 [ 0.00489789]
 [ 0.01599437]
 [ 0.02890322]
 [ 0.02890322]
 [ 0.00675903]
 [ 0.02207202]
 [ 0.03988605]
 [ 0.03988605]
 [ 0.00516155]
 [ 0.01685535]
 [ 0.03045909]
 [ 0.03045909]]","[[-0.01494746]
 [-0.04881187]
 [-0.08820728]
 [-0.08820728]
 [-0.03735658]
 [-0.12199022]
 [-0.22044691]
 [-0.22044691]
 [-0.05199175]
 [-0.16978231]
 [-0.30681135]
 [-0.30681135]
 [-0.04029581]
 [-0.13158849]
 [-0.2377918 ]
 [-0.2377918 ]
 [ 0.01494746]
 [ 0.04881187]
 [ 0.08820728]
 [ 0.08820728]
 [ 0.03735658]
 [ 0.12199022]
 [ 0.22044691]
 [ 0.22044691]
 [ 0.05199175]
 [ 0.16978231]
 [ 0.30681135]
 [ 0.30681135]
 [ 0.04029581]
 [ 0.13158849]
 [ 0.2377918 ]
 [ 0.2377918 ]]"
110,111.0,0.025,0.0066825824606704075,0.004956916826146234,0.0,-4995.0,"[[-0.00223469]
 [-0.00729751]
 [-0.01318724]
 [-0.01318724]
 [-0.00517716]
 [-0.01690635]
 [-0.03055124]
 [-0.03055124]
 [-0.00663725]
 [-0.02167434]
 [-0.03916741]
 [-0.03916741]
 [-0.00470874]
 [-0.01537669]
 [-0.02778701]
 [-0.02778701]
 [ 0.00223469]
 [ 0.00729751]
 [ 0.01318724]
 [ 0.01318724]
 [ 0.00517716]
 [ 0.01690635]
 [ 0.03055124]
 [ 0.03055124]
 [ 0.00663725]
 [ 0.02167434]
 [ 0.03916741]
 [ 0.03916741]
 [ 0.00470874]
 [ 0.01537669]
 [ 0.02778701]
 [ 0.02778701]]","[[-0.01500333]
 [-0.04899431]
 [-0.08853696]
 [-0.08853696]
 [-0.037486  ]
 [-0.12241288]
 [-0.22121069]
 [-0.22121069]
 [-0.05215768]
 [-0.17032417]
 [-0.30779053]
 [-0.30779053]
 [-0.04041353]
 [-0.1319729 ]
 [-0.23848647]
 [-0.23848647]
 [ 0.01500333]
 [ 0.04899431]
 [ 0.08853696]
 [ 0.08853696]
 [ 0.037486  ]
 [ 0.12241288]
 [ 0.22121069]
 [ 0.22121069]
 [ 0.05215768]
 [ 0.17032417]
 [ 0.30779053]
 [ 0.30779053]
 [ 0.04041353]
 [ 0.1319729 ]
 [ 0.23848647]
 [ 0.23848647]]"
111,112.0,0.025,0.009122201030878987,0.0093200297845502,0.0,-4995.0,"[[-0.00167   ]
 [-0.0054535 ]
 [-0.00985494]
 [-0.00985494]
 [-0.00451908]
 [-0.01475735]
 [-0.02666781]
 [-0.02666781]
 [-0.00676713]
 [-0.0220985 ]
 [-0.0399339 ]
 [-0.0399339 ]
 [-0.00560764]
 [-0.0183121 ]
 [-0.03309155]
 [-0.03309155]
 [ 0.00167   ]
 [ 0.0054535 ]
 [ 0.00985494]
 [ 0.00985494]
 [ 0.00451908]
 [ 0.01475735]
 [ 0.02666781]
 [ 0.02666781]
 [ 0.00676713]
 [ 0.0220985 ]
 [ 0.0399339 ]
 [ 0.0399339 ]
 [ 0.00560764]
 [ 0.0183121 ]
 [ 0.03309155]
 [ 0.03309155]]","[[-0.01504508]
 [-0.04913065]
 [-0.08878334]
 [-0.08878334]
 [-0.03759898]
 [-0.12278182]
 [-0.22187738]
 [-0.22187738]
 [-0.05232686]
 [-0.17087663]
 [-0.30878888]
 [-0.30878888]
 [-0.04055372]
 [-0.1324307 ]
 [-0.23931376]
 [-0.23931376]
 [ 0.01504508]
 [ 0.04913065]
 [ 0.08878334]
 [ 0.08878334]
 [ 0.03759898]
 [ 0.12278182]
 [ 0.22187738]
 [ 0.22187738]
 [ 0.05232686]
 [ 0.17087663]
 [ 0.30878888]
 [ 0.30878888]
 [ 0.04055372]
 [ 0.1324307 ]
 [ 0.23931376]
 [ 0.23931376]]"
112,113.0,0.025,0.007347993731397916,0.006101210342062926,0.0,-4995.0,"[[-0.00233166]
 [-0.0076142 ]
 [-0.01375951]
 [-0.01375951]
 [-0.0052324 ]
 [-0.01708672]
 [-0.03087719]
 [-0.03087719]
 [-0.00649765]
 [-0.02121849]
 [-0.03834365]
 [-0.03834365]
 [-0.00446512]
 [-0.01458113]
 [-0.02634937]
 [-0.02634937]
 [ 0.00233166]
 [ 0.0076142 ]
 [ 0.01375951]
 [ 0.01375951]
 [ 0.0052324 ]
 [ 0.01708672]
 [ 0.03087719]
 [ 0.03087719]
 [ 0.00649765]
 [ 0.02121849]
 [ 0.03834365]
 [ 0.03834365]
 [ 0.00446512]
 [ 0.01458113]
 [ 0.02634937]
 [ 0.02634937]]","[[-0.01510337]
 [-0.049321  ]
 [-0.08912733]
 [-0.08912733]
 [-0.03772979]
 [-0.12320898]
 [-0.22264931]
 [-0.22264931]
 [-0.0524893 ]
 [-0.17140709]
 [-0.30974747]
 [-0.30974747]
 [-0.04066535]
 [-0.13279523]
 [-0.2399725 ]
 [-0.2399725 ]
 [ 0.01510337]
 [ 0.049321  ]
 [ 0.08912733]
 [ 0.08912733]
 [ 0.03772979]
 [ 0.12320898]
 [ 0.22264931]
 [ 0.22264931]
 [ 0.0524893 ]
 [ 0.17140709]
 [ 0.30974747]
 [ 0.30974747]
 [ 0.04066535]
 [ 0.13279523]
 [ 0.2399725 ]
 [ 0.2399725 ]]"
113,114.0,0.025,0.0069600077126141715,0.005522354638999957,0.0,-4995.0,"[[-0.00204602]
 [-0.00668142]
 [-0.0120739 ]
 [-0.0120739 ]
 [-0.00489602]
 [-0.01598827]
 [-0.02889218]
 [-0.02889218]
 [-0.00648332]
 [-0.02117167]
 [-0.03825905]
 [-0.03825905]
 [-0.00475086]
 [-0.01551422]
 [-0.02803555]
 [-0.02803555]
 [ 0.00204602]
 [ 0.00668142]
 [ 0.0120739 ]
 [ 0.0120739 ]
 [ 0.00489602]
 [ 0.01598827]
 [ 0.02889218]
 [ 0.02889218]
 [ 0.00648332]
 [ 0.02117167]
 [ 0.03825905]
 [ 0.03825905]
 [ 0.00475086]
 [ 0.01551422]
 [ 0.02803555]
 [ 0.02803555]]","[[-0.01515452]
 [-0.04948804]
 [-0.08942917]
 [-0.08942917]
 [-0.03785219]
 [-0.12360869]
 [-0.22337162]
 [-0.22337162]
 [-0.05265139]
 [-0.17193638]
 [-0.31070395]
 [-0.31070395]
 [-0.04078412]
 [-0.13318309]
 [-0.24067338]
 [-0.24067338]
 [ 0.01515452]
 [ 0.04948804]
 [ 0.08942917]
 [ 0.08942917]
 [ 0.03785219]
 [ 0.12360869]
 [ 0.22337162]
 [ 0.22337162]
 [ 0.05265139]
 [ 0.17193638]
 [ 0.31070395]
 [ 0.31070395]
 [ 0.04078412]
 [ 0.13318309]
 [ 0.24067338]
 [ 0.24067338]]"
114,115.0,0.025,0.007270563678264808,0.006079026062965902,0.0,-4995.0,"[[-0.00197535]
 [-0.00645062]
 [-0.01165684]
 [-0.01165684]
 [-0.00479421]
 [-0.0156558 ]
 [-0.02829139]
 [-0.02829139]
 [-0.00643891]
 [-0.02102665]
 [-0.03799697]
 [-0.03799697]
 [-0.0047855 ]
 [-0.01562736]
 [-0.02824   ]
 [-0.02824   ]
 [ 0.00197535]
 [ 0.00645062]
 [ 0.01165684]
 [ 0.01165684]
 [ 0.00479421]
 [ 0.0156558 ]
 [ 0.02829139]
 [ 0.02829139]
 [ 0.00643891]
 [ 0.02102665]
 [ 0.03799697]
 [ 0.03799697]
 [ 0.0047855 ]
 [ 0.01562736]
 [ 0.02824   ]
 [ 0.02824   ]]","[[-0.01520391]
 [-0.0496493 ]
 [-0.08972059]
 [-0.08972059]
 [-0.03797205]
 [-0.12400009]
 [-0.2240789 ]
 [-0.2240789 ]
 [-0.05281236]
 [-0.17246205]
 [-0.31165387]
 [-0.31165387]
 [-0.04090376]
 [-0.13357377]
 [-0.24137938]
 [-0.24137938]
 [ 0.01520391]
 [ 0.0496493 ]
 [ 0.08972059]
 [ 0.08972059]
 [ 0.03797205]
 [ 0.12400009]
 [ 0.2240789 ]
 [ 0.2240789 ]
 [ 0.05281236]
 [ 0.17246205]
 [ 0.31165387]
 [ 0.31165387]
 [ 0.04090376]
 [ 0.13357377]
 [ 0.24137938]
 [ 0.24137938]]"
115,116.0,0.025,0.008725496173679754,0.008831576883320404,0.0,-4995.0,"[[-0.00152961]
 [-0.00499504]
 [-0.00902647]
 [-0.00902647]
 [-0.00427236]
 [-0.01395165]
 [-0.02521184]
 [-0.02521184]
 [-0.00660352]
 [-0.0215642 ]
 [-0.03896838]
 [-0.03896838]
 [-0.00564813]
 [-0.0184443 ]
 [-0.03333046]
 [-0.03333046]
 [ 0.00152961]
 [ 0.00499504]
 [ 0.00902647]
 [ 0.00902647]
 [ 0.00427236]
 [ 0.01395165]
 [ 0.02521184]
 [ 0.02521184]
 [ 0.00660352]
 [ 0.0215642 ]
 [ 0.03896838]
 [ 0.03896838]
 [ 0.00564813]
 [ 0.0184443 ]
 [ 0.03333046]
 [ 0.03333046]]","[[-0.01524215]
 [-0.04977418]
 [-0.08994626]
 [-0.08994626]
 [-0.03807886]
 [-0.12434888]
 [-0.2247092 ]
 [-0.2247092 ]
 [-0.05297745]
 [-0.17300115]
 [-0.31262808]
 [-0.31262808]
 [-0.04104496]
 [-0.13403488]
 [-0.24221265]
 [-0.24221265]
 [ 0.01524215]
 [ 0.04977418]
 [ 0.08994626]
 [ 0.08994626]
 [ 0.03807886]
 [ 0.12434888]
 [ 0.2247092 ]
 [ 0.2247092 ]
 [ 0.05297745]
 [ 0.17300115]
 [ 0.31262808]
 [ 0.31262808]
 [ 0.04104496]
 [ 0.13403488]
 [ 0.24221265]
 [ 0.24221265]]"
116,117.0,0.025,0.006840445750578155,0.0054746286737925205,0.0,-4995.0,"[[-0.00198422]
 [-0.00647959]
 [-0.01170918]
 [-0.01170918]
 [-0.00475965]
 [-0.01554292]
 [-0.02808741]
 [-0.02808741]
 [-0.00631802]
 [-0.02063188]
 [-0.0372836 ]
 [-0.0372836 ]
 [-0.00464096]
 [-0.01515535]
 [-0.02738704]
 [-0.02738704]
 [ 0.00198422]
 [ 0.00647959]
 [ 0.01170918]
 [ 0.01170918]
 [ 0.00475965]
 [ 0.01554292]
 [ 0.02808741]
 [ 0.02808741]
 [ 0.00631802]
 [ 0.02063188]
 [ 0.0372836 ]
 [ 0.0372836 ]
 [ 0.00464096]
 [ 0.01515535]
 [ 0.02738704]
 [ 0.02738704]]","[[-0.01529175]
 [-0.04993617]
 [-0.09023899]
 [-0.09023899]
 [-0.03819785]
 [-0.12473745]
 [-0.22541138]
 [-0.22541138]
 [-0.0531354 ]
 [-0.17351695]
 [-0.31356017]
 [-0.31356017]
 [-0.04116099]
 [-0.13441376]
 [-0.24289732]
 [-0.24289732]
 [ 0.01529175]
 [ 0.04993617]
 [ 0.09023899]
 [ 0.09023899]
 [ 0.03819785]
 [ 0.12473745]
 [ 0.22541138]
 [ 0.22541138]
 [ 0.0531354 ]
 [ 0.17351695]
 [ 0.31356017]
 [ 0.31356017]
 [ 0.04116099]
 [ 0.13441376]
 [ 0.24289732]
 [ 0.24289732]]"
117,118.0,0.025,0.0067210232190553455,0.005330314067107567,0.0,-4995.0,"[[-0.00220151]
 [-0.00718915]
 [-0.01299142]
 [-0.01299142]
 [-0.00497678]
 [-0.01625197]
 [-0.02936872]
 [-0.02936872]
 [-0.00622583]
 [-0.02033084]
 [-0.0367396 ]
 [-0.0367396 ]
 [-0.00430991]
 [-0.01407426]
 [-0.02543342]
 [-0.02543342]
 [ 0.00220151]
 [ 0.00718915]
 [ 0.01299142]
 [ 0.01299142]
 [ 0.00497678]
 [ 0.01625197]
 [ 0.02936872]
 [ 0.02936872]
 [ 0.00622583]
 [ 0.02033084]
 [ 0.0367396 ]
 [ 0.0367396 ]
 [ 0.00430991]
 [ 0.01407426]
 [ 0.02543342]
 [ 0.02543342]]","[[-0.01534679]
 [-0.0501159 ]
 [-0.09056377]
 [-0.09056377]
 [-0.03832227]
 [-0.12514375]
 [-0.2261456 ]
 [-0.2261456 ]
 [-0.05329104]
 [-0.17402522]
 [-0.31447866]
 [-0.31447866]
 [-0.04126873]
 [-0.13476562]
 [-0.24353316]
 [-0.24353316]
 [ 0.01534679]
 [ 0.0501159 ]
 [ 0.09056377]
 [ 0.09056377]
 [ 0.03832227]
 [ 0.12514375]
 [ 0.2261456 ]
 [ 0.2261456 ]
 [ 0.05329104]
 [ 0.17402522]
 [ 0.31447866]
 [ 0.31447866]
 [ 0.04126873]
 [ 0.13476562]
 [ 0.24353316]
 [ 0.24353316]]"
118,119.0,0.025,0.006541591853584658,0.005092298453487334,0.0,-4995.0,"[[-0.00198106]
 [-0.00646928]
 [-0.01169055]
 [-0.01169055]
 [-0.00471389]
 [-0.01539351]
 [-0.0278174 ]
 [-0.0278174 ]
 [-0.00620701]
 [-0.02026937]
 [-0.03662852]
 [-0.03662852]
 [-0.00452279]
 [-0.01476944]
 [-0.02668966]
 [-0.02668966]
 [ 0.00198106]
 [ 0.00646928]
 [ 0.01169055]
 [ 0.01169055]
 [ 0.00471389]
 [ 0.01539351]
 [ 0.0278174 ]
 [ 0.0278174 ]
 [ 0.00620701]
 [ 0.02026937]
 [ 0.03662852]
 [ 0.03662852]
 [ 0.00452279]
 [ 0.01476944]
 [ 0.02668966]
 [ 0.02668966]]","[[-0.01539632]
 [-0.05027763]
 [-0.09085603]
 [-0.09085603]
 [-0.03844011]
 [-0.12552859]
 [-0.22684104]
 [-0.22684104]
 [-0.05344622]
 [-0.17453196]
 [-0.31539437]
 [-0.31539437]
 [-0.0413818 ]
 [-0.13513486]
 [-0.2442004 ]
 [-0.2442004 ]
 [ 0.01539632]
 [ 0.05027763]
 [ 0.09085603]
 [ 0.09085603]
 [ 0.03844011]
 [ 0.12552859]
 [ 0.22684104]
 [ 0.22684104]
 [ 0.05344622]
 [ 0.17453196]
 [ 0.31539437]
 [ 0.31539437]
 [ 0.0413818 ]
 [ 0.13513486]
 [ 0.2442004 ]
 [ 0.2442004 ]]"
119,120.0,0.025,0.007909858694052538,0.007507903747185424,0.0,-4995.0,"[[-0.00176355]
 [-0.00575898]
 [-0.01040697]
 [-0.01040697]
 [-0.00444894]
 [-0.01452829]
 [-0.02625388]
 [-0.02625388]
 [-0.00621079]
 [-0.02028173]
 [-0.03665084]
 [-0.03665084]
 [-0.00479798]
 [-0.0156681 ]
 [-0.02831361]
 [-0.02831361]
 [ 0.00176355]
 [ 0.00575898]
 [ 0.01040697]
 [ 0.01040697]
 [ 0.00444894]
 [ 0.01452829]
 [ 0.02625388]
 [ 0.02625388]
 [ 0.00621079]
 [ 0.02028173]
 [ 0.03665084]
 [ 0.03665084]
 [ 0.00479798]
 [ 0.0156681 ]
 [ 0.02831361]
 [ 0.02831361]]","[[-0.01544041]
 [-0.0504216 ]
 [-0.09111621]
 [-0.09111621]
 [-0.03855134]
 [-0.12589179]
 [-0.22749738]
 [-0.22749738]
 [-0.05360149]
 [-0.175039  ]
 [-0.31631065]
 [-0.31631065]
 [-0.04150175]
 [-0.13552656]
 [-0.24490824]
 [-0.24490824]
 [ 0.01544041]
 [ 0.0504216 ]
 [ 0.09111621]
 [ 0.09111621]
 [ 0.03855134]
 [ 0.12589179]
 [ 0.22749738]
 [ 0.22749738]
 [ 0.05360149]
 [ 0.175039  ]
 [ 0.31631065]
 [ 0.31631065]
 [ 0.04150175]
 [ 0.13552656]
 [ 0.24490824]
 [ 0.24490824]]"
120,121.0,0.025,0.008334049568400038,0.008404222247234411,0.0,-4995.0,"[[-0.00145057]
 [-0.00473694]
 [-0.00856006]
 [-0.00856006]
 [-0.00408035]
 [-0.01332462]
 [-0.02407874]
 [-0.02407874]
 [-0.00635148]
 [-0.02074114]
 [-0.03748104]
 [-0.03748104]
 [-0.00547109]
 [-0.01786617]
 [-0.03228572]
 [-0.03228572]
 [ 0.00145057]
 [ 0.00473694]
 [ 0.00856006]
 [ 0.00856006]
 [ 0.00408035]
 [ 0.01332462]
 [ 0.02407874]
 [ 0.02407874]
 [ 0.00635148]
 [ 0.02074114]
 [ 0.03748104]
 [ 0.03748104]
 [ 0.00547109]
 [ 0.01786617]
 [ 0.03228572]
 [ 0.03228572]]","[[-0.01547667]
 [-0.05054003]
 [-0.09133021]
 [-0.09133021]
 [-0.03865335]
 [-0.12622491]
 [-0.22809935]
 [-0.22809935]
 [-0.05376028]
 [-0.17555753]
 [-0.31724767]
 [-0.31724767]
 [-0.04163853]
 [-0.13597321]
 [-0.24571538]
 [-0.24571538]
 [ 0.01547667]
 [ 0.05054003]
 [ 0.09133021]
 [ 0.09133021]
 [ 0.03865335]
 [ 0.12622491]
 [ 0.22809935]
 [ 0.22809935]
 [ 0.05376028]
 [ 0.17555753]
 [ 0.31724767]
 [ 0.31724767]
 [ 0.04163853]
 [ 0.13597321]
 [ 0.24571538]
 [ 0.24571538]]"
121,122.0,0.025,0.0072768193137452,0.00646015611763721,0.0,-4995.0,"[[-0.00180592]
 [-0.00589734]
 [-0.010657  ]
 [-0.010657  ]
 [-0.00445539]
 [-0.01454935]
 [-0.02629194]
 [-0.02629194]
 [-0.00608267]
 [-0.01986334]
 [-0.03589477]
 [-0.03589477]
 [-0.0045954 ]
 [-0.01500658]
 [-0.02711819]
 [-0.02711819]
 [ 0.00180592]
 [ 0.00589734]
 [ 0.010657  ]
 [ 0.010657  ]
 [ 0.00445539]
 [ 0.01454935]
 [ 0.02629194]
 [ 0.02629194]
 [ 0.00608267]
 [ 0.01986334]
 [ 0.03589477]
 [ 0.03589477]
 [ 0.0045954 ]
 [ 0.01500658]
 [ 0.02711819]
 [ 0.02711819]]","[[-0.01552182]
 [-0.05068746]
 [-0.09159664]
 [-0.09159664]
 [-0.03876473]
 [-0.12658864]
 [-0.22875665]
 [-0.22875665]
 [-0.05391234]
 [-0.17605411]
 [-0.31814504]
 [-0.31814504]
 [-0.04175342]
 [-0.13634838]
 [-0.24639334]
 [-0.24639334]
 [ 0.01552182]
 [ 0.05068746]
 [ 0.09159664]
 [ 0.09159664]
 [ 0.03876473]
 [ 0.12658864]
 [ 0.22875665]
 [ 0.22875665]
 [ 0.05391234]
 [ 0.17605411]
 [ 0.31814504]
 [ 0.31814504]
 [ 0.04175342]
 [ 0.13634838]
 [ 0.24639334]
 [ 0.24639334]]"
122,123.0,0.025,0.007954935685633905,0.007783563216796326,0.0,-4995.0,"[[-0.00167763]
 [-0.00547842]
 [-0.00989998]
 [-0.00989998]
 [-0.004292  ]
 [-0.0140158 ]
 [-0.02532776]
 [-0.02532776]
 [-0.00607636]
 [-0.01984273]
 [-0.03585754]
 [-0.03585754]
 [-0.00476045]
 [-0.01554555]
 [-0.02809216]
 [-0.02809216]
 [ 0.00167763]
 [ 0.00547842]
 [ 0.00989998]
 [ 0.00989998]
 [ 0.004292  ]
 [ 0.0140158 ]
 [ 0.02532776]
 [ 0.02532776]
 [ 0.00607636]
 [ 0.01984273]
 [ 0.03585754]
 [ 0.03585754]
 [ 0.00476045]
 [ 0.01554555]
 [ 0.02809216]
 [ 0.02809216]]","[[-0.01556376]
 [-0.05082442]
 [-0.09184413]
 [-0.09184413]
 [-0.03887203]
 [-0.12693904]
 [-0.22938985]
 [-0.22938985]
 [-0.05406425]
 [-0.17655018]
 [-0.31904148]
 [-0.31904148]
 [-0.04187243]
 [-0.13673702]
 [-0.24709564]
 [-0.24709564]
 [ 0.01556376]
 [ 0.05082442]
 [ 0.09184413]
 [ 0.09184413]
 [ 0.03887203]
 [ 0.12693904]
 [ 0.22938985]
 [ 0.22938985]
 [ 0.05406425]
 [ 0.17655018]
 [ 0.31904148]
 [ 0.31904148]
 [ 0.04187243]
 [ 0.13673702]
 [ 0.24709564]
 [ 0.24709564]]"
123,124.0,0.025,0.00816452469524659,0.00826577347391214,0.0,-4995.0,"[[-0.0015871 ]
 [-0.00518276]
 [-0.0093657 ]
 [-0.0093657 ]
 [-0.00417173]
 [-0.01362305]
 [-0.02461803]
 [-0.02461803]
 [-0.00606807]
 [-0.01981565]
 [-0.0358086 ]
 [-0.0358086 ]
 [-0.00488433]
 [-0.0159501 ]
 [-0.02882321]
 [-0.02882321]
 [ 0.0015871 ]
 [ 0.00518276]
 [ 0.0093657 ]
 [ 0.0093657 ]
 [ 0.00417173]
 [ 0.01362305]
 [ 0.02461803]
 [ 0.02461803]
 [ 0.00606807]
 [ 0.01981565]
 [ 0.0358086 ]
 [ 0.0358086 ]
 [ 0.00488433]
 [ 0.0159501 ]
 [ 0.02882321]
 [ 0.02882321]]","[[-0.01560344]
 [-0.05095399]
 [-0.09207828]
 [-0.09207828]
 [-0.03897632]
 [-0.12727962]
 [-0.2300053 ]
 [-0.2300053 ]
 [-0.05421595]
 [-0.17704557]
 [-0.31993669]
 [-0.31993669]
 [-0.04199454]
 [-0.13713577]
 [-0.24781622]
 [-0.24781622]
 [ 0.01560344]
 [ 0.05095399]
 [ 0.09207828]
 [ 0.09207828]
 [ 0.03897632]
 [ 0.12727962]
 [ 0.2300053 ]
 [ 0.2300053 ]
 [ 0.05421595]
 [ 0.17704557]
 [ 0.31993669]
 [ 0.31993669]
 [ 0.04199454]
 [ 0.13713577]
 [ 0.24781622]
 [ 0.24781622]]"
124,125.0,0.025,0.0059342658206660215,0.004401938853790621,0.0,-4995.0,"[[-0.001976  ]
 [-0.00645275]
 [-0.01166068]
 [-0.01166068]
 [-0.00458612]
 [-0.01497625]
 [-0.02706339]
 [-0.02706339]
 [-0.00589012]
 [-0.01923457]
 [-0.03475853]
 [-0.03475853]
 [-0.00418624]
 [-0.01367044]
 [-0.02470368]
 [-0.02470368]
 [ 0.001976  ]
 [ 0.00645275]
 [ 0.01166068]
 [ 0.01166068]
 [ 0.00458612]
 [ 0.01497625]
 [ 0.02706339]
 [ 0.02706339]
 [ 0.00589012]
 [ 0.01923457]
 [ 0.03475853]
 [ 0.03475853]
 [ 0.00418624]
 [ 0.01367044]
 [ 0.02470368]
 [ 0.02470368]]","[[-0.01565284]
 [-0.05111531]
 [-0.09236979]
 [-0.09236979]
 [-0.03909098]
 [-0.12765402]
 [-0.23068188]
 [-0.23068188]
 [-0.05436321]
 [-0.17752644]
 [-0.32080566]
 [-0.32080566]
 [-0.04209919]
 [-0.13747753]
 [-0.24843381]
 [-0.24843381]
 [ 0.01565284]
 [ 0.05111531]
 [ 0.09236979]
 [ 0.09236979]
 [ 0.03909098]
 [ 0.12765402]
 [ 0.23068188]
 [ 0.23068188]
 [ 0.05436321]
 [ 0.17752644]
 [ 0.32080566]
 [ 0.32080566]
 [ 0.04209919]
 [ 0.13747753]
 [ 0.24843381]
 [ 0.24843381]]"
125,126.0,0.025,0.007512491501400465,0.007111128598385389,0.0,-4995.0,"[[-0.00168262]
 [-0.00549469]
 [-0.00992939]
 [-0.00992939]
 [-0.00424015]
 [-0.01384648]
 [-0.02502178]
 [-0.02502178]
 [-0.00591287]
 [-0.01930883]
 [-0.03489273]
 [-0.03489273]
 [-0.00456284]
 [-0.01490025]
 [-0.02692605]
 [-0.02692605]
 [ 0.00168262]
 [ 0.00549469]
 [ 0.00992939]
 [ 0.00992939]
 [ 0.00424015]
 [ 0.01384648]
 [ 0.02502178]
 [ 0.02502178]
 [ 0.00591287]
 [ 0.01930883]
 [ 0.03489273]
 [ 0.03489273]
 [ 0.00456284]
 [ 0.01490025]
 [ 0.02692605]
 [ 0.02692605]]","[[-0.0156949 ]
 [-0.05125268]
 [-0.09261803]
 [-0.09261803]
 [-0.03919698]
 [-0.12800018]
 [-0.23130743]
 [-0.23130743]
 [-0.05451103]
 [-0.17800916]
 [-0.32167798]
 [-0.32167798]
 [-0.04221326]
 [-0.13785004]
 [-0.24910696]
 [-0.24910696]
 [ 0.0156949 ]
 [ 0.05125268]
 [ 0.09261803]
 [ 0.09261803]
 [ 0.03919698]
 [ 0.12800018]
 [ 0.23130743]
 [ 0.23130743]
 [ 0.05451103]
 [ 0.17800916]
 [ 0.32167798]
 [ 0.32167798]
 [ 0.04221326]
 [ 0.13785004]
 [ 0.24910696]
 [ 0.24910696]]"
126,127.0,0.025,0.007099283537142051,0.006400777996073491,0.0,-4995.0,"[[-0.00172015]
 [-0.00561724]
 [-0.01015085]
 [-0.01015085]
 [-0.00426329]
 [-0.01392205]
 [-0.02515835]
 [-0.02515835]
 [-0.00584718]
 [-0.01909432]
 [-0.03450508]
 [-0.03450508]
 [-0.0044378 ]
 [-0.01449192]
 [-0.02618816]
 [-0.02618816]
 [ 0.00172015]
 [ 0.00561724]
 [ 0.01015085]
 [ 0.01015085]
 [ 0.00426329]
 [ 0.01392205]
 [ 0.02515835]
 [ 0.02515835]
 [ 0.00584718]
 [ 0.01909432]
 [ 0.03450508]
 [ 0.03450508]
 [ 0.0044378 ]
 [ 0.01449192]
 [ 0.02618816]
 [ 0.02618816]]","[[-0.0157379 ]
 [-0.05139311]
 [-0.0928718 ]
 [-0.0928718 ]
 [-0.03930356]
 [-0.12834823]
 [-0.23193638]
 [-0.23193638]
 [-0.05465721]
 [-0.17848651]
 [-0.3225406 ]
 [-0.3225406 ]
 [-0.04232421]
 [-0.13821233]
 [-0.24976167]
 [-0.24976167]
 [ 0.0157379 ]
 [ 0.05139311]
 [ 0.0928718 ]
 [ 0.0928718 ]
 [ 0.03930356]
 [ 0.12834823]
 [ 0.23193638]
 [ 0.23193638]
 [ 0.05465721]
 [ 0.17848651]
 [ 0.3225406 ]
 [ 0.3225406 ]
 [ 0.04232421]
 [ 0.13821233]
 [ 0.24976167]
 [ 0.24976167]]"
127,128.0,0.025,0.007906871073499022,0.008002382102135754,0.0,-4995.0,"[[-0.00153887]
 [-0.00502529]
 [-0.00908114]
 [-0.00908114]
 [-0.00404326]
 [-0.01320351]
 [-0.02385989]
 [-0.02385989]
 [-0.00587869]
 [-0.01919724]
 [-0.03469107]
 [-0.03469107]
 [-0.00472989]
 [-0.01544575]
 [-0.02791181]
 [-0.02791181]
 [ 0.00153887]
 [ 0.00502529]
 [ 0.00908114]
 [ 0.00908114]
 [ 0.00404326]
 [ 0.01320351]
 [ 0.02385989]
 [ 0.02385989]
 [ 0.00587869]
 [ 0.01919724]
 [ 0.03469107]
 [ 0.03469107]
 [ 0.00472989]
 [ 0.01544575]
 [ 0.02791181]
 [ 0.02791181]]","[[-0.01577638]
 [-0.05151874]
 [-0.09309883]
 [-0.09309883]
 [-0.03940465]
 [-0.12867832]
 [-0.23253288]
 [-0.23253288]
 [-0.05480418]
 [-0.17896645]
 [-0.32340788]
 [-0.32340788]
 [-0.04244245]
 [-0.13859848]
 [-0.25045946]
 [-0.25045946]
 [ 0.01577638]
 [ 0.05151874]
 [ 0.09309883]
 [ 0.09309883]
 [ 0.03940465]
 [ 0.12867832]
 [ 0.23253288]
 [ 0.23253288]
 [ 0.05480418]
 [ 0.17896645]
 [ 0.32340788]
 [ 0.32340788]
 [ 0.04244245]
 [ 0.13859848]
 [ 0.25045946]
 [ 0.25045946]]"
