,Episode Batch,Learning Rate,Mean Absolute Error,Mean Squared Error,Batch Gym Reward,Batch User Reward,BAC Gradient,Policy Evolution
295,296.0,0.025,0.003207206775766945,0.0030447078895475188,0.0,-4995.0,"[[-0.00090242]
 [-0.00294691]
 [-0.00532533]
 [-0.00532533]
 [-0.00199247]
 [-0.00650653]
 [-0.01175787]
 [-0.01175787]
 [-0.00243442]
 [-0.00794973]
 [-0.01436586]
 [-0.01436586]
 [-0.00164596]
 [-0.00537498]
 [-0.00971305]
 [-0.00971305]
 [ 0.00090242]
 [ 0.00294691]
 [ 0.00532533]
 [ 0.00532533]
 [ 0.00199247]
 [ 0.00650653]
 [ 0.01175787]
 [ 0.01175787]
 [ 0.00243442]
 [ 0.00794973]
 [ 0.01436586]
 [ 0.01436586]
 [ 0.00164596]
 [ 0.00537498]
 [ 0.00971305]
 [ 0.00971305]]","[[-0.02026895]
 [-0.06618951]
 [-0.11961019]
 [-0.11961019]
 [-0.0506095 ]
 [-0.16526846]
 [-0.29865443]
 [-0.29865443]
 [-0.07034718]
 [-0.22972311]
 [-0.41512956]
 [-0.41512956]
 [-0.0544341 ]
 [-0.17775795]
 [-0.32122403]
 [-0.32122403]
 [ 0.02026895]
 [ 0.06618951]
 [ 0.11961019]
 [ 0.11961019]
 [ 0.0506095 ]
 [ 0.16526846]
 [ 0.29865443]
 [ 0.29865443]
 [ 0.07034718]
 [ 0.22972311]
 [ 0.41512956]
 [ 0.41512956]
 [ 0.0544341 ]
 [ 0.17775795]
 [ 0.32122403]
 [ 0.32122403]]"
296,297.0,0.025,0.00343102657111074,0.0034962671695053724,0.0,-4995.0,"[[-0.00064578]
 [-0.00210882]
 [-0.00381083]
 [-0.00381083]
 [-0.00171771]
 [-0.0056093 ]
 [-0.01013649]
 [-0.01013649]
 [-0.00252836]
 [-0.00825653]
 [-0.01492026]
 [-0.01492026]
 [-0.00205944]
 [-0.00672524]
 [-0.01215309]
 [-0.01215309]
 [ 0.00064578]
 [ 0.00210882]
 [ 0.00381083]
 [ 0.00381083]
 [ 0.00171771]
 [ 0.0056093 ]
 [ 0.01013649]
 [ 0.01013649]
 [ 0.00252836]
 [ 0.00825653]
 [ 0.01492026]
 [ 0.01492026]
 [ 0.00205944]
 [ 0.00672524]
 [ 0.01215309]
 [ 0.01215309]]","[[-0.02028509]
 [-0.06624223]
 [-0.11970546]
 [-0.11970546]
 [-0.05065244]
 [-0.16540869]
 [-0.29890785]
 [-0.29890785]
 [-0.07041039]
 [-0.22992952]
 [-0.41550257]
 [-0.41550257]
 [-0.05448559]
 [-0.17792608]
 [-0.32152785]
 [-0.32152785]
 [ 0.02028509]
 [ 0.06624223]
 [ 0.11970546]
 [ 0.11970546]
 [ 0.05065244]
 [ 0.16540869]
 [ 0.29890785]
 [ 0.29890785]
 [ 0.07041039]
 [ 0.22992952]
 [ 0.41550257]
 [ 0.41550257]
 [ 0.05448559]
 [ 0.17792608]
 [ 0.32152785]
 [ 0.32152785]]"
297,298.0,0.025,0.0028335406622842217,0.002392627900075795,0.0,-4995.0,"[[-0.00087261]
 [-0.00284957]
 [-0.00514942]
 [-0.00514942]
 [-0.00195364]
 [-0.00637972]
 [-0.01152871]
 [-0.01152871]
 [-0.0024204 ]
 [-0.00790397]
 [-0.01428316]
 [-0.01428316]
 [-0.0016594 ]
 [-0.00541889]
 [-0.0097924 ]
 [-0.0097924 ]
 [ 0.00087261]
 [ 0.00284957]
 [ 0.00514942]
 [ 0.00514942]
 [ 0.00195364]
 [ 0.00637972]
 [ 0.01152871]
 [ 0.01152871]
 [ 0.0024204 ]
 [ 0.00790397]
 [ 0.01428316]
 [ 0.01428316]
 [ 0.0016594 ]
 [ 0.00541889]
 [ 0.0097924 ]
 [ 0.0097924 ]]","[[-0.02030691]
 [-0.06631347]
 [-0.11983419]
 [-0.11983419]
 [-0.05070128]
 [-0.16556819]
 [-0.29919606]
 [-0.29919606]
 [-0.0704709 ]
 [-0.23012712]
 [-0.41585965]
 [-0.41585965]
 [-0.05452707]
 [-0.17806155]
 [-0.32177266]
 [-0.32177266]
 [ 0.02030691]
 [ 0.06631347]
 [ 0.11983419]
 [ 0.11983419]
 [ 0.05070128]
 [ 0.16556819]
 [ 0.29919606]
 [ 0.29919606]
 [ 0.0704709 ]
 [ 0.23012712]
 [ 0.41585965]
 [ 0.41585965]
 [ 0.05452707]
 [ 0.17806155]
 [ 0.32177266]
 [ 0.32177266]]"
298,299.0,0.025,0.0033205626728748214,0.003296814802882384,0.0,-4995.0,"[[-0.00067288]
 [-0.00219735]
 [-0.00397079]
 [-0.00397079]
 [-0.00173692]
 [-0.00567204]
 [-0.01024986]
 [-0.01024986]
 [-0.00248109]
 [-0.00810216]
 [-0.0146413 ]
 [-0.0146413 ]
 [-0.00196122]
 [-0.00640447]
 [-0.01157344]
 [-0.01157344]
 [ 0.00067288]
 [ 0.00219735]
 [ 0.00397079]
 [ 0.00397079]
 [ 0.00173692]
 [ 0.00567204]
 [ 0.01024986]
 [ 0.01024986]
 [ 0.00248109]
 [ 0.00810216]
 [ 0.0146413 ]
 [ 0.0146413 ]
 [ 0.00196122]
 [ 0.00640447]
 [ 0.01157344]
 [ 0.01157344]]","[[-0.02032373]
 [-0.06636841]
 [-0.11993346]
 [-0.11993346]
 [-0.0507447 ]
 [-0.16570999]
 [-0.29945231]
 [-0.29945231]
 [-0.07053293]
 [-0.23032967]
 [-0.41622568]
 [-0.41622568]
 [-0.0545761 ]
 [-0.17822167]
 [-0.322062  ]
 [-0.322062  ]
 [ 0.02032373]
 [ 0.06636841]
 [ 0.11993346]
 [ 0.11993346]
 [ 0.0507447 ]
 [ 0.16570999]
 [ 0.29945231]
 [ 0.29945231]
 [ 0.07053293]
 [ 0.23032967]
 [ 0.41622568]
 [ 0.41622568]
 [ 0.0545761 ]
 [ 0.17822167]
 [ 0.322062  ]
 [ 0.322062  ]]"
299,300.0,0.025,0.0031897499117058627,0.0030523513497682673,0.0,-4995.0,"[[-0.00069277]
 [-0.00226228]
 [-0.00408814]
 [-0.00408814]
 [-0.00175355]
 [-0.00572632]
 [-0.01034795]
 [-0.01034795]
 [-0.00245622]
 [-0.00802093]
 [-0.01449452]
 [-0.01449452]
 [-0.00190387]
 [-0.00621721]
 [-0.01123503]
 [-0.01123503]
 [ 0.00069277]
 [ 0.00226228]
 [ 0.00408814]
 [ 0.00408814]
 [ 0.00175355]
 [ 0.00572632]
 [ 0.01034795]
 [ 0.01034795]
 [ 0.00245622]
 [ 0.00802093]
 [ 0.01449452]
 [ 0.01449452]
 [ 0.00190387]
 [ 0.00621721]
 [ 0.01123503]
 [ 0.01123503]]","[[-0.02034105]
 [-0.06642496]
 [-0.12003566]
 [-0.12003566]
 [-0.05078854]
 [-0.16585315]
 [-0.29971101]
 [-0.29971101]
 [-0.07059434]
 [-0.2305302 ]
 [-0.41658805]
 [-0.41658805]
 [-0.0546237 ]
 [-0.1783771 ]
 [-0.32234287]
 [-0.32234287]
 [ 0.02034105]
 [ 0.06642496]
 [ 0.12003566]
 [ 0.12003566]
 [ 0.05078854]
 [ 0.16585315]
 [ 0.29971101]
 [ 0.29971101]
 [ 0.07059434]
 [ 0.2305302 ]
 [ 0.41658805]
 [ 0.41658805]
 [ 0.0546237 ]
 [ 0.1783771 ]
 [ 0.32234287]
 [ 0.32234287]]"
300,301.0,0.025,0.0031244451158161097,0.0029384093418058903,0.0,-4995.0,"[[-0.00069861]
 [-0.00228136]
 [-0.00412262]
 [-0.00412262]
 [-0.00175612]
 [-0.0057347 ]
 [-0.01036311]
 [-0.01036311]
 [-0.00244281]
 [-0.00797716]
 [-0.01441542]
 [-0.01441542]
 [-0.00188039]
 [-0.00614054]
 [-0.01109649]
 [-0.01109649]
 [ 0.00069861]
 [ 0.00228136]
 [ 0.00412262]
 [ 0.00412262]
 [ 0.00175612]
 [ 0.0057347 ]
 [ 0.01036311]
 [ 0.01036311]
 [ 0.00244281]
 [ 0.00797716]
 [ 0.01441542]
 [ 0.01441542]
 [ 0.00188039]
 [ 0.00614054]
 [ 0.01109649]
 [ 0.01109649]]","[[-0.02035851]
 [-0.066482  ]
 [-0.12013873]
 [-0.12013873]
 [-0.05083244]
 [-0.16599651]
 [-0.29997009]
 [-0.29997009]
 [-0.07065541]
 [-0.23072963]
 [-0.41694843]
 [-0.41694843]
 [-0.05467071]
 [-0.17853061]
 [-0.32262029]
 [-0.32262029]
 [ 0.02035851]
 [ 0.066482  ]
 [ 0.12013873]
 [ 0.12013873]
 [ 0.05083244]
 [ 0.16599651]
 [ 0.29997009]
 [ 0.29997009]
 [ 0.07065541]
 [ 0.23072963]
 [ 0.41694843]
 [ 0.41694843]
 [ 0.05467071]
 [ 0.17853061]
 [ 0.32262029]
 [ 0.32262029]]"
301,302.0,0.025,0.0033799098558727958,0.0034499847714154707,0.0,-4995.0,"[[-0.00062931]
 [-0.00205505]
 [-0.00371365]
 [-0.00371365]
 [-0.00168361]
 [-0.00549793]
 [-0.00993524]
 [-0.00993524]
 [-0.00249253]
 [-0.0081395 ]
 [-0.01470878]
 [-0.01470878]
 [-0.00204201]
 [-0.00666833]
 [-0.01205024]
 [-0.01205024]
 [ 0.00062931]
 [ 0.00205505]
 [ 0.00371365]
 [ 0.00371365]
 [ 0.00168361]
 [ 0.00549793]
 [ 0.00993524]
 [ 0.00993524]
 [ 0.00249253]
 [ 0.0081395 ]
 [ 0.01470878]
 [ 0.01470878]
 [ 0.00204201]
 [ 0.00666833]
 [ 0.01205024]
 [ 0.01205024]]","[[-0.02037425]
 [-0.06653337]
 [-0.12023157]
 [-0.12023157]
 [-0.05087454]
 [-0.16613396]
 [-0.30021847]
 [-0.30021847]
 [-0.07071772]
 [-0.23093311]
 [-0.41731615]
 [-0.41731615]
 [-0.05472176]
 [-0.17869732]
 [-0.32292154]
 [-0.32292154]
 [ 0.02037425]
 [ 0.06653337]
 [ 0.12023157]
 [ 0.12023157]
 [ 0.05087454]
 [ 0.16613396]
 [ 0.30021847]
 [ 0.30021847]
 [ 0.07071772]
 [ 0.23093311]
 [ 0.41731615]
 [ 0.41731615]
 [ 0.05472176]
 [ 0.17869732]
 [ 0.32292154]
 [ 0.32292154]]"
302,303.0,0.025,0.0024701826570319324,0.0018488461148077054,0.0,-4995.0,"[[-0.00081746]
 [-0.00266946]
 [-0.00482395]
 [-0.00482395]
 [-0.00187722]
 [-0.00613019]
 [-0.01107778]
 [-0.01107778]
 [-0.00238554]
 [-0.00779014]
 [-0.01407746]
 [-0.01407746]
 [-0.00167757]
 [-0.0054782 ]
 [-0.00989957]
 [-0.00989957]
 [ 0.00081746]
 [ 0.00266946]
 [ 0.00482395]
 [ 0.00482395]
 [ 0.00187722]
 [ 0.00613019]
 [ 0.01107778]
 [ 0.01107778]
 [ 0.00238554]
 [ 0.00779014]
 [ 0.01407746]
 [ 0.01407746]
 [ 0.00167757]
 [ 0.0054782 ]
 [ 0.00989957]
 [ 0.00989957]]","[[-0.02039468]
 [-0.06660011]
 [-0.12035217]
 [-0.12035217]
 [-0.05092147]
 [-0.16628722]
 [-0.30049541]
 [-0.30049541]
 [-0.07077736]
 [-0.23112787]
 [-0.41766809]
 [-0.41766809]
 [-0.0547637 ]
 [-0.17883427]
 [-0.32316903]
 [-0.32316903]
 [ 0.02039468]
 [ 0.06660011]
 [ 0.12035217]
 [ 0.12035217]
 [ 0.05092147]
 [ 0.16628722]
 [ 0.30049541]
 [ 0.30049541]
 [ 0.07077736]
 [ 0.23112787]
 [ 0.41766809]
 [ 0.41766809]
 [ 0.0547637 ]
 [ 0.17883427]
 [ 0.32316903]
 [ 0.32316903]]"
303,304.0,0.025,0.003052934649623227,0.0028334046323605093,0.0,-4995.0,"[[-0.00069725]
 [-0.00227691]
 [-0.00411458]
 [-0.00411458]
 [-0.00174436]
 [-0.00569631]
 [-0.01029373]
 [-0.01029373]
 [-0.00241492]
 [-0.00788609]
 [-0.01425084]
 [-0.01425084]
 [-0.00185009]
 [-0.00604158]
 [-0.01091766]
 [-0.01091766]
 [ 0.00069725]
 [ 0.00227691]
 [ 0.00411458]
 [ 0.00411458]
 [ 0.00174436]
 [ 0.00569631]
 [ 0.01029373]
 [ 0.01029373]
 [ 0.00241492]
 [ 0.00788609]
 [ 0.01425084]
 [ 0.01425084]
 [ 0.00185009]
 [ 0.00604158]
 [ 0.01091766]
 [ 0.01091766]]","[[-0.02041212]
 [-0.06665703]
 [-0.12045503]
 [-0.12045503]
 [-0.05096507]
 [-0.16642962]
 [-0.30075276]
 [-0.30075276]
 [-0.07083773]
 [-0.23132502]
 [-0.41802436]
 [-0.41802436]
 [-0.05480995]
 [-0.17898531]
 [-0.32344197]
 [-0.32344197]
 [ 0.02041212]
 [ 0.06665703]
 [ 0.12045503]
 [ 0.12045503]
 [ 0.05096507]
 [ 0.16642962]
 [ 0.30075276]
 [ 0.30075276]
 [ 0.07083773]
 [ 0.23132502]
 [ 0.41802436]
 [ 0.41802436]
 [ 0.05480995]
 [ 0.17898531]
 [ 0.32344197]
 [ 0.32344197]]"
304,305.0,0.025,0.0029841511566541267,0.0027160732283568498,0.0,-4995.0,"[[-0.00086737]
 [-0.00283245]
 [-0.00511848]
 [-0.00511848]
 [-0.00192411]
 [-0.00628329]
 [-0.01135444]
 [-0.01135444]
 [-0.00236197]
 [-0.00771317]
 [-0.01393836]
 [-0.01393836]
 [-0.00160451]
 [-0.00523962]
 [-0.00946845]
 [-0.00946845]
 [ 0.00086737]
 [ 0.00283245]
 [ 0.00511848]
 [ 0.00511848]
 [ 0.00192411]
 [ 0.00628329]
 [ 0.01135444]
 [ 0.01135444]
 [ 0.00236197]
 [ 0.00771317]
 [ 0.01393836]
 [ 0.01393836]
 [ 0.00160451]
 [ 0.00523962]
 [ 0.00946845]
 [ 0.00946845]]","[[-0.0204338 ]
 [-0.06672784]
 [-0.120583  ]
 [-0.120583  ]
 [-0.05101318]
 [-0.16658671]
 [-0.30103662]
 [-0.30103662]
 [-0.07089678]
 [-0.23151785]
 [-0.41837282]
 [-0.41837282]
 [-0.05485007]
 [-0.1791163 ]
 [-0.32367868]
 [-0.32367868]
 [ 0.0204338 ]
 [ 0.06672784]
 [ 0.120583  ]
 [ 0.120583  ]
 [ 0.05101318]
 [ 0.16658671]
 [ 0.30103662]
 [ 0.30103662]
 [ 0.07089678]
 [ 0.23151785]
 [ 0.41837282]
 [ 0.41837282]
 [ 0.05485007]
 [ 0.1791163 ]
 [ 0.32367868]
 [ 0.32367868]]"
305,306.0,0.025,0.0032097607458927368,0.0031525845980374125,0.0,-4995.0,"[[-0.00066475]
 [-0.00217077]
 [-0.00392277]
 [-0.00392277]
 [-0.00170429]
 [-0.00556545]
 [-0.01005726]
 [-0.01005726]
 [-0.00241797]
 [-0.00789603]
 [-0.01426881]
 [-0.01426881]
 [-0.00189837]
 [-0.00619923]
 [-0.01120255]
 [-0.01120255]
 [ 0.00066475]
 [ 0.00217077]
 [ 0.00392277]
 [ 0.00392277]
 [ 0.00170429]
 [ 0.00556545]
 [ 0.01005726]
 [ 0.01005726]
 [ 0.00241797]
 [ 0.00789603]
 [ 0.01426881]
 [ 0.01426881]
 [ 0.00189837]
 [ 0.00619923]
 [ 0.01120255]
 [ 0.01120255]]","[[-0.02045042]
 [-0.06678211]
 [-0.12068107]
 [-0.12068107]
 [-0.05105578]
 [-0.16672584]
 [-0.30128805]
 [-0.30128805]
 [-0.07095723]
 [-0.23171525]
 [-0.41872954]
 [-0.41872954]
 [-0.05489752]
 [-0.17927128]
 [-0.32395875]
 [-0.32395875]
 [ 0.02045042]
 [ 0.06678211]
 [ 0.12068107]
 [ 0.12068107]
 [ 0.05105578]
 [ 0.16672584]
 [ 0.30128805]
 [ 0.30128805]
 [ 0.07095723]
 [ 0.23171525]
 [ 0.41872954]
 [ 0.41872954]
 [ 0.05489752]
 [ 0.17927128]
 [ 0.32395875]
 [ 0.32395875]]"
306,307.0,0.025,0.0033174939243530376,0.0033787701430026307,0.0,-4995.0,"[[-0.00059343]
 [-0.00193789]
 [-0.00350193]
 [-0.00350193]
 [-0.00163269]
 [-0.00533166]
 [-0.00963477]
 [-0.00963477]
 [-0.00248576]
 [-0.00811741]
 [-0.01466886]
 [-0.01466886]
 [-0.00209428]
 [-0.00683901]
 [-0.01235868]
 [-0.01235868]
 [ 0.00059343]
 [ 0.00193789]
 [ 0.00350193]
 [ 0.00350193]
 [ 0.00163269]
 [ 0.00533166]
 [ 0.00963477]
 [ 0.00963477]
 [ 0.00248576]
 [ 0.00811741]
 [ 0.01466886]
 [ 0.01466886]
 [ 0.00209428]
 [ 0.00683901]
 [ 0.01235868]
 [ 0.01235868]]","[[-0.02046525]
 [-0.06683056]
 [-0.12076861]
 [-0.12076861]
 [-0.0510966 ]
 [-0.16685913]
 [-0.30152892]
 [-0.30152892]
 [-0.07101937]
 [-0.23191818]
 [-0.41909626]
 [-0.41909626]
 [-0.05494988]
 [-0.17944226]
 [-0.32426772]
 [-0.32426772]
 [ 0.02046525]
 [ 0.06683056]
 [ 0.12076861]
 [ 0.12076861]
 [ 0.0510966 ]
 [ 0.16685913]
 [ 0.30152892]
 [ 0.30152892]
 [ 0.07101937]
 [ 0.23191818]
 [ 0.41909626]
 [ 0.41909626]
 [ 0.05494988]
 [ 0.17944226]
 [ 0.32426772]
 [ 0.32426772]]"
307,308.0,0.025,0.002510297557798579,0.0019408908992363692,0.0,-4995.0,"[[-0.00075521]
 [-0.00246618]
 [-0.0044566 ]
 [-0.0044566 ]
 [-0.00179312]
 [-0.00585553]
 [-0.01058146]
 [-0.01058146]
 [-0.00235598]
 [-0.00769359]
 [-0.01390299]
 [-0.01390299]
 [-0.00171299]
 [-0.00559388]
 [-0.01010862]
 [-0.01010862]
 [ 0.00075521]
 [ 0.00246618]
 [ 0.0044566 ]
 [ 0.0044566 ]
 [ 0.00179312]
 [ 0.00585553]
 [ 0.01058146]
 [ 0.01058146]
 [ 0.00235598]
 [ 0.00769359]
 [ 0.01390299]
 [ 0.01390299]
 [ 0.00171299]
 [ 0.00559388]
 [ 0.01010862]
 [ 0.01010862]]","[[-0.02048413]
 [-0.06689221]
 [-0.12088003]
 [-0.12088003]
 [-0.05114143]
 [-0.16700552]
 [-0.30179345]
 [-0.30179345]
 [-0.07107827]
 [-0.23211052]
 [-0.41944383]
 [-0.41944383]
 [-0.05499271]
 [-0.17958211]
 [-0.32452043]
 [-0.32452043]
 [ 0.02048413]
 [ 0.06689221]
 [ 0.12088003]
 [ 0.12088003]
 [ 0.05114143]
 [ 0.16700552]
 [ 0.30179345]
 [ 0.30179345]
 [ 0.07107827]
 [ 0.23211052]
 [ 0.41944383]
 [ 0.41944383]
 [ 0.05499271]
 [ 0.17958211]
 [ 0.32452043]
 [ 0.32452043]]"
308,309.0,0.025,0.0025712664775197768,0.0020429260912108406,0.0,-4995.0,"[[-0.00082608]
 [-0.00269762]
 [-0.00487483]
 [-0.00487483]
 [-0.00186684]
 [-0.00609629]
 [-0.01101652]
 [-0.01101652]
 [-0.0023346 ]
 [-0.00762379]
 [-0.01377685]
 [-0.01377685]
 [-0.00161562]
 [-0.00527592]
 [-0.00953404]
 [-0.00953404]
 [ 0.00082608]
 [ 0.00269762]
 [ 0.00487483]
 [ 0.00487483]
 [ 0.00186684]
 [ 0.00609629]
 [ 0.01101652]
 [ 0.01101652]
 [ 0.0023346 ]
 [ 0.00762379]
 [ 0.01377685]
 [ 0.01377685]
 [ 0.00161562]
 [ 0.00527592]
 [ 0.00953404]
 [ 0.00953404]]","[[-0.02050479]
 [-0.06695965]
 [-0.1210019 ]
 [-0.1210019 ]
 [-0.0511881 ]
 [-0.16715793]
 [-0.30206887]
 [-0.30206887]
 [-0.07113664]
 [-0.23230112]
 [-0.41978825]
 [-0.41978825]
 [-0.0550331 ]
 [-0.179714  ]
 [-0.32475878]
 [-0.32475878]
 [ 0.02050479]
 [ 0.06695965]
 [ 0.1210019 ]
 [ 0.1210019 ]
 [ 0.0511881 ]
 [ 0.16715793]
 [ 0.30206887]
 [ 0.30206887]
 [ 0.07113664]
 [ 0.23230112]
 [ 0.41978825]
 [ 0.41978825]
 [ 0.0550331 ]
 [ 0.179714  ]
 [ 0.32475878]
 [ 0.32475878]]"
309,310.0,0.025,0.0023927136550630362,0.0017747743768887852,0.0,-4995.0,"[[-0.00078341]
 [-0.00255828]
 [-0.00462303]
 [-0.00462303]
 [-0.00181749]
 [-0.00593513]
 [-0.01072529]
 [-0.01072529]
 [-0.00233332]
 [-0.00761961]
 [-0.0137693 ]
 [-0.0137693 ]
 [-0.00165767]
 [-0.00541323]
 [-0.00978218]
 [-0.00978218]
 [ 0.00078341]
 [ 0.00255828]
 [ 0.00462303]
 [ 0.00462303]
 [ 0.00181749]
 [ 0.00593513]
 [ 0.01072529]
 [ 0.01072529]
 [ 0.00233332]
 [ 0.00761961]
 [ 0.0137693 ]
 [ 0.0137693 ]
 [ 0.00165767]
 [ 0.00541323]
 [ 0.00978218]
 [ 0.00978218]]","[[-0.02052437]
 [-0.06702361]
 [-0.12111748]
 [-0.12111748]
 [-0.05123354]
 [-0.16730631]
 [-0.302337  ]
 [-0.302337  ]
 [-0.07119497]
 [-0.23249161]
 [-0.42013249]
 [-0.42013249]
 [-0.05507454]
 [-0.17984933]
 [-0.32500334]
 [-0.32500334]
 [ 0.02052437]
 [ 0.06702361]
 [ 0.12111748]
 [ 0.12111748]
 [ 0.05123354]
 [ 0.16730631]
 [ 0.302337  ]
 [ 0.302337  ]
 [ 0.07119497]
 [ 0.23249161]
 [ 0.42013249]
 [ 0.42013249]
 [ 0.05507454]
 [ 0.17984933]
 [ 0.32500334]
 [ 0.32500334]]"
310,311.0,0.025,0.0031616123843103317,0.003108691582142207,0.0,-4995.0,"[[-0.00065321]
 [-0.00213309]
 [-0.00385468]
 [-0.00385468]
 [-0.00167577]
 [-0.00547233]
 [-0.00988897]
 [-0.00988897]
 [-0.00237902]
 [-0.00776883]
 [-0.01403895]
 [-0.01403895]
 [-0.00186897]
 [-0.00610324]
 [-0.01102908]
 [-0.01102908]
 [ 0.00065321]
 [ 0.00213309]
 [ 0.00385468]
 [ 0.00385468]
 [ 0.00167577]
 [ 0.00547233]
 [ 0.00988897]
 [ 0.00988897]
 [ 0.00237902]
 [ 0.00776883]
 [ 0.01403895]
 [ 0.01403895]
 [ 0.00186897]
 [ 0.00610324]
 [ 0.01102908]
 [ 0.01102908]]","[[-0.0205407 ]
 [-0.06707694]
 [-0.12121384]
 [-0.12121384]
 [-0.05127543]
 [-0.16744312]
 [-0.30258422]
 [-0.30258422]
 [-0.07125445]
 [-0.23268583]
 [-0.42048346]
 [-0.42048346]
 [-0.05512126]
 [-0.18000192]
 [-0.32527906]
 [-0.32527906]
 [ 0.0205407 ]
 [ 0.06707694]
 [ 0.12121384]
 [ 0.12121384]
 [ 0.05127543]
 [ 0.16744312]
 [ 0.30258422]
 [ 0.30258422]
 [ 0.07125445]
 [ 0.23268583]
 [ 0.42048346]
 [ 0.42048346]
 [ 0.05512126]
 [ 0.18000192]
 [ 0.32527906]
 [ 0.32527906]]"
311,312.0,0.025,0.00295890666219607,0.002731600134303546,0.0,-4995.0,"[[-0.00068123]
 [-0.00222459]
 [-0.00402003]
 [-0.00402003]
 [-0.00170119]
 [-0.00555534]
 [-0.01003897]
 [-0.01003897]
 [-0.00235089]
 [-0.00767699]
 [-0.01387299]
 [-0.01387299]
 [-0.00179777]
 [-0.00587074]
 [-0.01060893]
 [-0.01060893]
 [ 0.00068123]
 [ 0.00222459]
 [ 0.00402003]
 [ 0.00402003]
 [ 0.00170119]
 [ 0.00555534]
 [ 0.01003897]
 [ 0.01003897]
 [ 0.00235089]
 [ 0.00767699]
 [ 0.01387299]
 [ 0.01387299]
 [ 0.00179777]
 [ 0.00587074]
 [ 0.01060893]
 [ 0.01060893]]","[[-0.02055773]
 [-0.06713255]
 [-0.12131434]
 [-0.12131434]
 [-0.05131796]
 [-0.167582  ]
 [-0.3028352 ]
 [-0.3028352 ]
 [-0.07131322]
 [-0.23287775]
 [-0.42083029]
 [-0.42083029]
 [-0.05516621]
 [-0.18014868]
 [-0.32554429]
 [-0.32554429]
 [ 0.02055773]
 [ 0.06713255]
 [ 0.12131434]
 [ 0.12131434]
 [ 0.05131796]
 [ 0.167582  ]
 [ 0.3028352 ]
 [ 0.3028352 ]
 [ 0.07131322]
 [ 0.23287775]
 [ 0.42083029]
 [ 0.42083029]
 [ 0.05516621]
 [ 0.18014868]
 [ 0.32554429]
 [ 0.32554429]]"
312,313.0,0.025,0.0023882717136976626,0.0017853024766543398,0.0,-4995.0,"[[-0.00078999]
 [-0.00257978]
 [-0.00466188]
 [-0.00466188]
 [-0.00181538]
 [-0.00592823]
 [-0.01071282]
 [-0.01071282]
 [-0.0023085 ]
 [-0.00753856]
 [-0.01362284]
 [-0.01362284]
 [-0.00162448]
 [-0.00530485]
 [-0.00958633]
 [-0.00958633]
 [ 0.00078999]
 [ 0.00257978]
 [ 0.00466188]
 [ 0.00466188]
 [ 0.00181538]
 [ 0.00592823]
 [ 0.01071282]
 [ 0.01071282]
 [ 0.0023085 ]
 [ 0.00753856]
 [ 0.01362284]
 [ 0.01362284]
 [ 0.00162448]
 [ 0.00530485]
 [ 0.00958633]
 [ 0.00958633]]","[[-0.02057748]
 [-0.06719705]
 [-0.12143089]
 [-0.12143089]
 [-0.05136335]
 [-0.1677302 ]
 [-0.30310302]
 [-0.30310302]
 [-0.07137093]
 [-0.23306622]
 [-0.42117086]
 [-0.42117086]
 [-0.05520682]
 [-0.18028131]
 [-0.32578394]
 [-0.32578394]
 [ 0.02057748]
 [ 0.06719705]
 [ 0.12143089]
 [ 0.12143089]
 [ 0.05136335]
 [ 0.1677302 ]
 [ 0.30310302]
 [ 0.30310302]
 [ 0.07137093]
 [ 0.23306622]
 [ 0.42117086]
 [ 0.42117086]
 [ 0.05520682]
 [ 0.18028131]
 [ 0.32578394]
 [ 0.32578394]]"
313,314.0,0.025,0.00319618082401491,0.003207689563977398,0.0,-4995.0,"[[-0.00055549]
 [-0.00181399]
 [-0.00327804]
 [-0.00327804]
 [-0.00157548]
 [-0.00514483]
 [-0.00929715]
 [-0.00929715]
 [-0.00247269]
 [-0.00807473]
 [-0.01459173]
 [-0.01459173]
 [-0.00214757]
 [-0.00701303]
 [-0.01267316]
 [-0.01267316]
 [ 0.00055549]
 [ 0.00181399]
 [ 0.00327804]
 [ 0.00327804]
 [ 0.00157548]
 [ 0.00514483]
 [ 0.00929715]
 [ 0.00929715]
 [ 0.00247269]
 [ 0.00807473]
 [ 0.01459173]
 [ 0.01459173]
 [ 0.00214757]
 [ 0.00701303]
 [ 0.01267316]
 [ 0.01267316]]","[[-0.02059137]
 [-0.0672424 ]
 [-0.12151284]
 [-0.12151284]
 [-0.05140273]
 [-0.16785883]
 [-0.30333545]
 [-0.30333545]
 [-0.07143275]
 [-0.23326809]
 [-0.42153565]
 [-0.42153565]
 [-0.05526051]
 [-0.18045663]
 [-0.32610077]
 [-0.32610077]
 [ 0.02059137]
 [ 0.0672424 ]
 [ 0.12151284]
 [ 0.12151284]
 [ 0.05140273]
 [ 0.16785883]
 [ 0.30333545]
 [ 0.30333545]
 [ 0.07143275]
 [ 0.23326809]
 [ 0.42153565]
 [ 0.42153565]
 [ 0.05526051]
 [ 0.18045663]
 [ 0.32610077]
 [ 0.32610077]]"
